Country,ISO3,Region,income category,HepBintroduced,HepBintroducedBirth,HepB3dose,HepBbirth,schedule,Type,PreU5EstPre,PreU5EstPreLowCI,PreU5EstPreHighCI,PreU5EstCar,PreU5EstCarLowCI,PreU5EstCarHighCI,PreGPEstPre,PreGPEstPreLowCI,PreGPEstPreHighCI,PreGPEstCar,PreGPEstCarLowCI,PreGPEstCarHighCI,PostU5EstPre,PostU5EstPreLowCI,PostU5EstPreHighCI,PostU5EstCar,PostU5EstCarLowCI,PostU5EstCarHighCI,PostGPEstPre,PostGPEstPreLowCI,PostGPEstPreHighCI,PostGPEstCar,PostGPEstCarLowCI,PostGPEstCarHighCI,NumCarPrevU5,NumCarPrevU5LowCI,NumCarPrevU5HighCI,NumCarPrevGP,NumCarPrevGPLowCI,NumCarPrevGPHighCI,pop1990,pop1991,pop1992,pop1993,pop1994,pop1995,pop1996,pop1997,pop1998,pop1999,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,U51990,U51995,U52000,U52005,U52010,U52015,births-1980-1985,births-1985-1990,births-1990-1995,births-1995-2000,births-2000-2005,births-2005-2010,births-2010-2015,InfMort1985-1990,InfMort1990-1995,InfMort1995-2000,InfMort2000-2005,InfMort2005-2010,InfMort2010-2015,UrbPop1990,UrbPop1995,UrbPop2000,UrbPop2005,UrbPop2010,UrbPop2015,Cov_HepB_BD_2015,Cov_HepB_BD_2014,Cov_HepB_BD_2013,Cov_HepB_BD_2012,Cov_HepB_BD_2011,Cov_HepB_BD_2010,Cov_HepB_BD_2009,Cov_HepB_BD_2008,Cov_HepB_BD_2007,Cov_HepB_BD_2006,Cov_HepB_BD_2005,Cov_HepB_BD_2004,Cov_HepB_BD_2003,Cov_HepB_BD_2002,Cov_HepB_BD_2001,Cov_HepB_BD_2000,Cov_HepB3_2015,Cov_HepB3_2014,Cov_HepB3_2013,Cov_HepB3_2012,Cov_HepB3_2011,Cov_HepB3_2010,Cov_HepB3_2009,Cov_HepB3_2008,Cov_HepB3_2007,Cov_HepB3_2006,Cov_HepB3_2005,Cov_HepB3_2004,Cov_HepB3_2003,Cov_HepB3_2002,Cov_HepB3_2001,Cov_HepB3_2000,Cov_HepB3_1999,Cov_HepB3_1998,Cov_HepB3_1997,Cov_HepB3_1996,Cov_HepB3_1995,Cov_HepB3_1994,Cov_HepB3_1993,Cov_HepB3_1992,Cov_HepB3_1991,Cov_HepB3_1990,PreU5EstPre-region,PreU5EstPreLowCI-region,PreU5EstPreHighCI-region,PreU5EstCar-region,PreU5EstCarLowCI-region,PreU5EstCarHighCI-region,PreGPEstPre-region,PreGPEstPreLowCI-region,PreGPEstPreHighCI-region,PreGPEstCar-region,PreGPEstCarLowCI-region,PreGPEstCarHighCI-region,PostU5EstPre-region,PostU5EstPreLowCI-region,PostU5EstPreHighCI-region,PostU5EstCar-region,PostU5EstCarLowCI-region,PostU5EstCarHighCI-region,PostGPEstPre-region,PostGPEstPreLowCI-region,PostGPEstPreHighCI-region,PostGPEstCar-region,PostGPEstCarLowCI-region,PostGPEstCarHighCI-region,NumCarPrevU5-region,NumCarPrevU5LowCI-region,NumCarPrevU5HighCI-region,NumCarPrevGP-region,NumCarPrevGPLowCI-region,NumCarPrevGPHighCI-region,PreU5EstPre-income,PreU5EstPreLowCI-income,PreU5EstPreHighCI-income,PreU5EstCar-income,PreU5EstCarLowCI-income,PreU5EstCarHighCI-income,PreGPEstPre-income,PreGPEstPreLowCI-income,PreGPEstPreHighCI-income,PreGPEstCar-income,PreGPEstCarLowCI-income,PreGPEstCarHighCI-income,PostU5EstPre-income,PostU5EstPreLowCI-income,PostU5EstPreHighCI-income,PostU5EstCar-income,PostU5EstCarLowCI-income,PostU5EstCarHighCI-income,PostGPEstPre-income,PostGPEstPreLowCI-income,PostGPEstPreHighCI-income,PostGPEstCar-income,PostGPEstCarLowCI-income,PostGPEstCarHighCI-income,NumCarPrevU5-income,NumCarPrevU5LowCI-income,NumCarPrevU5HighCI-income,NumCarPrevGP-income,NumCarPrevGPLowCI-income,NumCarPrevGPHighCI-income
Azerbaijan,AZE,EURO,Upper middle income,2001,2002,96,99,"birth; 2, 3, 4 months;",HepB_Pediatric; DTwPHibHepB,2.7,1.5,4.3,25,14,40,2.7,1.5,4.3,263,149,419,0.3,0.1,0.5,2,1,5,2.2,1.3,3.5,216,123,346,22,13,36,52,30,85,7242.77,7357.956,7471.933,7581.761,7683.709,7775.426,7855.553,7925.669,7989.904,8054.125,8122.741,8197.279,8277.015,8361.359,8448.882,8538.606,8630.195,8724.304,8821.908,8924.407,9032.457,9146.379,9264.917,9385.293,9503.771,9617.484,938.591,894.379,712.543,643.145,702.25,866.401,886.652,1033.289,977.618,765.761,682.537,733.807,895.744,84.99,81.829,64.531,54.155,40.726,31.395,53.749,52.206,51.386,52.389,53.401,54.62,99,99,99,98,99,98,95,92,88,86,82,82,83,82,,,96,94,93,88,84,80,74,68,62,52,49,50,51,50,,,,,,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Burundi,BDI,AFRO,Low income,2003,2016,94,,"6, 10, 14 weeks;",DTwPHibHepB,8.8,5.3,14,181,110,288,8.7,5.4,13.7,976,599,1530,2.6,1.4,4.6,53,29,94,6.4,3.9,10,711,433,1118,127,75,203,369,219,589,5415.415,5542.048,5661.139,5771.398,5871.607,5962.058,6041.112,6112.097,6186.352,6278.94,6400.706,6555.829,6741.569,6953.113,7182.451,7423.289,7675.338,7939.573,8212.264,8489.031,8766.93,9043.508,9319.71,9600.186,9891.79,10199.27,1088.579,1148.737,1154.396,1279.331,1577.319,1853.262,1127.003,1306.833,1370.436,1346.574,1448.507,1765.26,2054.631,112.302,120.525,102.69,94.576,86.242,77.85,6.271,7.211,8.246,9.375,10.641,12.057,,,,,,,,,,,,,,,,,94,95,96,96,96,96,94,92,99,92,87,83,,,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
Belgium,BEL,EURO,High income,1996,2016,98,,"8, 12, 16 weeks; 15 months;",DTaPHibHepIPV,0.7,0.4,1,4,3,7,0.7,0.4,1,76,48,113,0.2,0.1,0.3,1,1,2,0.6,0.4,0.9,66,41,98,3,2,5,13,8,19,10006.544,10039.445,10078.101,10118.674,10155.919,10186.305,10208.275,10223.789,10237.299,10255.16,10282.033,10319.019,10364.885,10419.032,10480.117,10546.886,10619.567,10697.835,10779.173,10860.29,10938.739,11013.083,11083.55,11151.512,11219.161,11287.94,589.974,609.858,576.032,583.493,632.775,644.952,596.095,591.585,602.936,574.809,576.417,625.636,634.763,9.151,7.753,5.264,4.227,3.826,3.46,96.377,96.777,97.128,97.397,97.641,97.858,,,,,,,,,,,,,,,,,98,98,98,98,97,97,97,98,94,94,77,64,64,60,60,60,46,31,2,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
Benin,BEN,AFRO,Low income,2001,2016,79,,"6, 10, 14 weeks;",DTwPHibHepB,14.3,10.3,18.8,244,176,321,14.2,10.7,18.3,1549,1164,1988,5.6,3.6,8.1,95,62,139,11,8.2,14.2,1191,887,1545,149,106,198,535,389,702,4978.496,5149.499,5331.803,5521.763,5714.22,5905.558,6094.259,6281.639,6470.265,6664.098,6865.951,7076.733,7295.394,7520.555,7750.004,7982.225,8216.896,8454.791,8696.916,8944.706,9199.259,9460.802,9729.16,10004.451,10286.712,10575.952,920.428,1073.018,1220.562,1376.56,1558.811,1739.041,943.423,1078.287,1231.625,1384.385,1538.805,1719.855,1899.774,113.59,102.228,93.357,84.055,74.53,67.681,34.485,36.758,38.333,39.982,41.854,43.95,,,,,,,,,,,,,,,,,79,75,74,81,75,76,79,75,82,74,70,75,73,15,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
Burkina Faso,BFA,AFRO,Low income,2005,2016,91,,"8, 12, 16 weeks;",DTwPHibHepB,13.2,10.5,16.6,414,331,521,13.1,10.7,16,2364,1942,2895,4.3,3,5.8,135,95,181,10.1,8.2,12.3,1820,1486,2224,278,206,375,911,717,1145,8811.034,9050.084,9297.113,9552.476,9816.588,10089.878,10372.745,10665.546,10968.724,11282.701,11607.942,11944.587,12293.1,12654.621,13030.569,13421.93,13829.177,14252.021,14689.726,15141.099,15605.217,16081.904,16571.216,17072.723,17585.977,18110.624,1662.882,1890.76,2172.254,2486.277,2842.945,3161.237,1782.105,1976.106,2227.497,2531.724,2854.123,3173.477,3437.548,109.703,103.991,99.495,90.004,77.555,64.771,13.815,15.131,17.844,21.537,25.665,29.859,,,,,,,,,,,,,,,,,91,91,88,90,91,91,92,93,89,76,,,,,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
Bangladesh,BGD,SEARO,Lower middle income,2002,2016,94,,"6, 10, 14 weeks;",DTwPHibHepB,4.8,3.7,6.2,737,573,948,4.8,3.8,6,7678,6178,9704,1.4,1,1.9,212,149,292,4,3.2,5,6441,5196,8091,526,377,704,1962,1510,2520,106188.642,108727.432,111221.938,113695.139,116182.267,118706.871,121269.645,123854.64,126447.965,129029.691,131581.243,134107.16,136600.667,139019.001,141307.489,143431.101,145368.004,147139.191,148805.814,150454.708,152149.102,153911.916,155727.053,157571.292,159405.279,161200.886,16461.413,16608.371,16814.042,16744.481,15836.304,15253.913,18421.704,18863.246,18554.837,18344.465,17875.234,16634.396,15828.452,108.802,90.288,72.557,55.997,43.3,33.276,19.811,21.693,23.59,26.809,30.462,34.277,,,,,,,,,,,,,,,,,94,94,94,94,96,94,97,96,95,86,45,11,5,,,,,,,,,,,,,,2.4,1.7,4.5,4267,3010,8040,2.4,1.7,4.6,46011,33522,88736,0.7,0.5,1.6,1238,818,2830,2,1.5,4,39359,28800,76506,3012,2049,5336,11800,8445,21700,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Bulgaria,BGR,EURO,Upper middle income,1991,2000,92,97,"birth; 1, 6 months; 2, 3, 4 months;",HepB_Pediatric; DTaPHibHepIPV,3.2,2.3,4.4,11,8,15,3.2,2.4,4.3,232,174,308,0.3,0.2,0.5,1,1,2,2.4,1.8,3.2,172,129,228,10,7,14,61,44,83,8841.371,8766.89,8676.243,8575.889,8474.669,8379.18,8291.872,8211.726,8137.564,8066.883,7997.787,7930.546,7866.086,7803.881,7743.264,7683.763,7624.959,7566.949,7510.331,7456.03,7404.59,7356.213,7310.383,7266.141,7222.145,7177.396,558.239,419.963,321.621,328.389,357.566,335.56,622.824,584.949,453.92,339.439,334.76,363.924,342.416,14.237,15.392,15.216,12.748,9.527,8.323,66.377,67.782,68.899,70.584,72.302,73.948,97,98,98,98,99,98,98,98,98,99,99,98,98,96,99,98,92,95,95,95,96,95,96,96,95,96,96,94,96,88,93,94,97,97,77,94,95,94,96,71,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Bahrain,BHR,EMRO,High income,1991,2015,98,67,"x3 doses; birth; 6, 18 months; 2, 4 months;","HepB_Adult (High risk groups ,certain occupations at risk including HCW, college students and others.); HepB_Pediatric (Routine universal hepatitis B birth dose. Other doses received as part of combained vaccine); DTwPHibHepB (Routine childhood vaccination given at age of 6 months. Also at age of 18 months if tetravalent vaccine (DTaPHib)is not available.); DTaPHibHepIPV (Routine childhood vaccination given at age of 2 and 4 months)",0.8,0.6,1,1,1,1,0.8,0.6,1,11,9,13,0.2,0.1,0.2,0,0,0,0.6,0.5,0.7,8,6,9,1,0,1,4,2,4,495.931,509.765,523.087,536.213,549.588,563.699,578.668,594.93,613.702,636.545,664.614,697.549,735.148,778.711,829.848,889.168,958.414,1035.891,1114.59,1185.029,1240.862,1278.269,1300.217,1315.411,1336.397,1371.855,65.928,61.291,74.017,81.248,91.448,106.23,64.186,71.853,70.772,70.962,79.361,92.281,104.287,18.38,14.859,12.243,9.758,7.96,6.907,88.14,88.388,88.372,88.4,88.535,88.775,67,,,,,,,,,,,,,,,,98,98,99,99,99,99,98,97,97,98,98,98,98,98,99,97,97,95,95,96,95,93,90,57,,,4.6,3.5,6.1,3620,2743,4822,4.2,3.3,5.5,27016,21222,35614,1.6,1.2,2.1,1339,968,1817,3.3,2.6,4.3,21336,16831,27906,2277,1608,3202,8441,6394,11314,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
Bahamas,BHS,PAHO,High income,2000,2016,95,,"2, 4, 6 months; 2, 4, 6 months;",DTaPHibHepIPV; DTwPHibHepB,1.1,0.1,19.8,0,0,6,1.1,0.1,19,4,0,74,0.3,0,6.3,0,0,2,1,0.1,16.6,4,0,65,0,0,4,1,0,13,256.336,261.116,266.134,271.165,275.895,280.15,283.79,286.97,290.06,293.572,297.89,303.135,309.157,315.746,322.526,329.249,335.83,342.328,348.676,354.856,360.832,366.568,372.039,377.24,382.169,386.838,28.425,30.569,28.147,27.473,26.96,27.929,30.211,29.542,31.601,29.054,24.548,27.19,27.64,18.298,15.558,14.158,11.576,10.04,9.061,79.838,80.961,82.009,82.28,82.549,82.874,,,,,,,,,,,,,,,,,95,96,97,96,95,98,95,90,93,96,93,93,88,89,21,,,,,,,,,,,,0.9,0.6,2.4,675,417,1790,0.9,0.6,2.1,8345,5485,20385,0.2,0.1,0.5,133,73,406,0.7,0.4,1.6,6623,4359,16088,540,330,1395,2072,1320,5198,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
Bosnia and Herzegovina,BIH,EURO,Upper middle income,2003,2004,82,67,"birth; 1-2, 6 months; ",HepB_Pediatric; HepB_Adult (health cre workers),2.5,0.3,16,4,0,28,2.5,0.3,16.2,93,9,616,0.3,0,2.2,1,0,4,2.2,0.2,14.6,84,9,557,4,0,24,12,1,75,4463.422,4371.603,4239.154,4087.999,3948.816,3843.712,3780.378,3752.431,3750.485,3759.118,3766.706,3771.284,3775.807,3779.247,3781.287,3781.53,3779.468,3774,3763.599,3746.561,3722.084,3688.865,3648.2,3604.999,3566.002,3535.961,348.917,260.992,235.649,178.074,174.088,162.36,381.702,355.749,284.645,239.599,180.176,175.912,164.63,17.555,18.422,11.139,9.856,9.027,7.608,39.249,39.411,39.306,39.202,39.226,39.767,67,74,97,96,95,95,97,96,99,97,97,93,,,,,82,89,91,92,88,89,90,88,94,90,93,36,,,,,,,,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Belarus,BLR,EURO,Upper middle income,1999,2005,99,98,"1 day; 1, 5 months;",HepB_Pediatric,2.2,0.3,14.1,13,2,83,2.3,0.3,14,214,31,1327,0.2,0,1.5,1,0,9,1.9,0.3,12,183,27,1136,12,2,73,34,5,210,10216.846,10226.493,10219.918,10200.51,10173.355,10142.308,10109.072,10073.061,10033.061,9986.933,9933.609,9872.961,9807.132,9740.054,9676.902,9621.543,9575.043,9536.864,9507.331,9486.239,9473.071,9468.5,9471.73,9478.902,9484.851,9485.772,792.021,598.056,459.576,448.326,508.873,575.885,810.327,800.731,613.481,469.936,449.289,511.239,572.183,16.403,15.084,14.904,9.585,6.269,3.564,65.981,67.926,69.973,72.354,74.615,76.667,98,99,99,98,98,98,98,98,98,99,99,,,,,,99,97,98,97,98,96,98,98,91,98,99,99,56,99,93,70,,,,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Belize,BLZ,PAHO,Upper middle income,1999,2016,94,,"birth; 2, 4, 6 months;",HepB_Pediatric (From October 2017); DTwPHibHepB,5.3,3.8,7.1,2,1,3,5.2,4,6.8,19,14,25,1.5,1,2.2,1,0,1,4,3,5.3,15,10,19,1,1,2,5,4,7,187.552,191.126,194.317,197.616,201.674,206.963,213.676,221.606,230.284,239.026,247.315,254.984,262.206,269.13,276.089,283.277,290.747,298.407,306.165,313.929,321.608,329.192,336.701,344.181,351.694,359.288,30.399,31.513,37.202,38.262,37.81,39.454,30.809,32.806,33.935,35.411,37.769,37.052,39.587,35.195,29.709,23.011,19.679,16.984,14.324,47.465,47.484,47.663,46.311,44.963,43.973,,,,,,,,,,,,,,,,,94,95,95,98,95,96,97,94,96,98,96,97,96,97,96,76,,,,,,,,,,,0.9,0.6,2.4,675,417,1790,0.9,0.6,2.1,8345,5485,20385,0.2,0.1,0.5,133,73,406,0.7,0.4,1.6,6623,4359,16088,540,330,1395,2072,1320,5198,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Bolivia,BOL,PAHO,Lower middle income,1999,2016,99,,"2, 4, 6, 18 months; 4 years; 1st contact, +1, +6 months;",DTwPHibHepB; HepB_Adult (health care workers),0.8,0.3,1.7,9,3,20,0.8,0.3,1.6,80,31,174,0.2,0.1,0.5,2,1,6,0.6,0.2,1.3,61,24,135,6,2,14,23,9,50,6856.244,6992.521,7131.707,7273.825,7418.861,7566.714,7717.443,7870.855,8026.254,8182.712,8339.512,8496.375,8653.345,8810.42,8967.741,9125.409,9283.334,9441.444,9599.855,9758.748,9918.242,10078.343,10239.004,10400.264,10562.159,10724.705,1045.257,1101.946,1160.309,1183.854,1189.271,1185.563,1157.369,1194.39,1237.23,1281.425,1287.916,1276.222,1258.165,97.792,84.896,72.555,61.191,51.005,42.938,55.577,59.4,61.834,64.194,66.426,68.512,,,,,,,,,,,,,,,,,99,98,94,93,95,91,93,88,84,83,85,84,80,77,77,77,,,,,,,,,,,0.9,0.6,2.4,675,417,1790,0.9,0.6,2.1,8345,5485,20385,0.2,0.1,0.5,133,73,406,0.7,0.4,1.6,6623,4359,16088,540,330,1395,2072,1320,5198,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Brazil,BRA,PAHO,Upper middle income,1993,2000,96,91,"birth; 2, 4, 6 months; >= 7 years (x3 doses);  ",HepB_Pediatric; DTwPHibHepB; HepB_Adult; DTaPHepBIPV (private sector); DTaPHibHepIPV (private sector),0.7,0.5,0.9,107,81,141,0.7,0.6,0.9,1486,1185,1911,0.1,0.1,0.1,11,7,17,0.5,0.4,0.7,1128,892,1442,96,72,127,382,299,497,149352.145,151976.577,154564.278,157132.682,159705.123,162296.612,164913.306,167545.164,170170.64,172759.243,175287.587,177750.67,180151.021,182482.149,184738.458,186917.361,189012.412,191026.637,192979.029,194895.996,196796.269,198686.688,200560.983,202408.632,204213.133,205962.108,17964.59,17513.017,17571.597,16433.408,15166.559,14875.028,19889.364,19067.585,18331.992,18239.159,16949.009,15506.971,15128.756,55.532,42.773,34.359,28.181,20.357,15.798,73.922,77.61,81.192,82.834,84.335,85.687,91,88,89,90,91,92,92,93,94,95,94,92,91,93,95,99,96,96,96,96,98,96,99,96,99,99,98,96,97,92,91,94,84,13,6,15,10,4,,,,,0.9,0.6,2.4,675,417,1790,0.9,0.6,2.1,8345,5485,20385,0.2,0.1,0.5,133,73,406,0.7,0.4,1.6,6623,4359,16088,540,330,1395,2072,1320,5198,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Barbados,BRB,PAHO,High income,2000,2016,97,,"2, 4, 6 months; 1st contact; +1, +6 months;",DTwPHibHepB; HepB_Adult (Health care workers),1.2,0.1,13.5,0,0,2,1.2,0.1,13.6,3,0,38,0.3,0,4.8,0,0,1,1,0.1,12.1,3,0,34,0,0,2,0,0,7,260.374,261.275,262.184,263.089,264.015,264.959,265.942,266.945,267.95,268.922,269.847,270.685,271.478,272.258,273.091,274.009,275.039,276.15,277.319,278.47,279.569,280.601,281.585,282.509,283.385,284.217,20.525,19.623,18.703,18.123,17.641,17.361,22.398,21.289,20.421,19.239,18.061,17.636,17.243,20.373,16.66,13.608,12.403,11.018,9.563,32.65,33.262,33.83,32.939,32.06,31.475,,,,,,,,,,,,,,,,,97,94,91,87,91,86,93,85,93,84,92,93,91,66,18,,,,,,,,,,,,0.9,0.6,2.4,675,417,1790,0.9,0.6,2.1,8345,5485,20385,0.2,0.1,0.5,133,73,406,0.7,0.4,1.6,6623,4359,16088,540,330,1395,2072,1320,5198,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
Brunei Darussalam,BRN,WPRO,High income,1989,2000,99,99,"birth; 2, 4, 6 months;",HepB monovalent; DTaPHibHepIPV,3.6,2.4,5.3,1,1,2,3.6,2.5,5.1,15,11,22,0.3,0.2,0.6,0,0,0,2.3,1.6,3.3,10,7,14,1,1,2,5,4,8,258.785,266.274,273.963,281.751,289.525,297.192,304.699,312.038,319.222,326.289,333.241,340.117,346.867,353.389,359.523,365.158,370.25,374.864,379.252,383.772,388.662,394.013,399.748,405.716,411.704,417.542,34.067,37.461,34.872,32.945,31.426,33.465,32.117,36.175,39.36,37.797,33.464,31.314,33.646,16.064,12.818,10.223,8.15,6.492,6.492,65.833,68.644,71.164,73.503,75.51,77.202,99,99,99,95,95,96,99,99,99,97,96,99,99,99,99,99,99,99,98,99,93,96,96,96,97,99,99,99,99,99,99,99,93,99,98,98,99,99,99,96,96,96,7.3,5.7,9.2,8634,6791,10882,7.3,6,8.9,135566,109881,165204,0.9,0.6,1.3,1096,760,1525,6.2,5.1,7.6,114754,93088,139501,7547,5755,9539,23990,19015,29870,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
Bhutan,BTN,SEARO,Lower middle income,1995,2011,99,78,"Birth; 6, 10, 14 weeks;",HepB monovalent; DTwPHibHepB,5.7,4.2,7.6,4,3,5,5.7,4.4,7.3,44,34,57,0.8,0.6,1.2,1,0,1,4.3,3.3,5.6,34,25,43,3,2,4,13,9,17,537.28,537.284,531.525,523.117,516.503,514.877,519.282,528.754,542.155,557.543,573.416,589.6,606.399,623.434,640.282,656.639,672.228,686.958,700.95,714.458,727.641,740.51,752.967,764.961,776.448,787.386,92.436,82.95,77.938,73.235,73.48,70.702,94.277,104.833,94.529,84.579,77.649,76.648,73.015,92.017,75.619,61.73,51.922,39.509,30.462,16.388,20.537,25.418,30.965,34.793,38.644,78,78,64,60,29,,,,,,,,,,,,99,99,97,97,95,91,93,96,95,95,95,89,95,83,89,98,90,81,84,16,,,,,,,2.4,1.7,4.5,4267,3010,8040,2.4,1.7,4.6,46011,33522,88736,0.7,0.5,1.6,1238,818,2830,2,1.5,4,39359,28800,76506,3012,2049,5336,11800,8445,21700,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Botswana,BWA,AFRO,Upper middle income,1994,2000,95,99,"birth; 2, 3, 4 months;",HepB monovalent; DTwPHibHepB,2,0.2,19.8,5,1,53,2,0.2,20,46,6,452,0.2,0,2,1,0,5,1.3,0.2,13.4,31,3,302,5,1,47,17,2,158,1377.912,1416.731,1455.833,1494.693,1532.622,1569.094,1604.06,1637.635,1669.625,1699.862,1728.34,1754.935,1779.953,1804.339,1829.33,1855.852,1884.238,1914.414,1946.351,1979.882,2014.866,2051.339,2089.315,2128.507,2168.573,2209.197,215.881,219.486,220.976,219.546,232.323,255.549,233.012,231.061,235.136,240.137,236.758,244.575,265.387,58.929,61.562,73.213,65.428,46.456,35.172,41.933,48.981,53.219,55.073,56.235,57.444,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,95,95,95,95,95,95,94,94,93,93,92,91,90,88,87,86,85,77,60,62,73,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
